time,X,Y,Z,SVM,,time,X,Y,Z,SVM,,,,,,,,,,,,,,time,X,Y,Z,SVM
3.983426,-0.5556,0.0472,-2.2794,2.347,,3.983426,0.5556,0.0472,2.2794,2.347,,,,,,,,,,,,,,0.1599,0.1599,1.67,3.1462,3.566
3.988874,-0.5246,0.0334,-2.0611,2.127,,3.988874,0.5246,0.0334,2.0611,2.127,,,,,,,,,,,,,,0.2037,0.2037,1.7859,2.9549,3.459
3.993704,-0.5451,0.0305,-1.8243,1.904,,3.993704,0.5451,0.0305,1.8243,1.904,,,,,,,,,,,,,,0.2412,0.2412,1.8975,2.7646,3.362
3.998361,-0.5521,-0.0145,-1.5857,1.679,,3.998361,0.5521,0.0145,1.5857,1.679,,,,,,,,,,,,,,0.301,0.301,2.0412,2.5177,3.255
4.003615,-0.5269,-0.0782,-1.3858,1.485,,4.003615,0.5269,0.0782,1.3858,1.485,,,,,,,,,,,,,,0.3584,0.3584,2.067,2.2928,3.108
4.008586,-0.4932,-0.0987,-1.2028,1.304,,4.008586,0.4932,0.0987,1.2028,1.304,,,,,,,,,,,,,,0.4271,0.4271,2.012,2.0896,2.932
4.013864,-0.4151,-0.1262,-1.0631,1.148,,4.013864,0.4151,0.1262,1.0631,1.148,,,,,,,,,,,,,,0.4894,0.4894,1.8988,1.9506,2.766
4.019026,-0.314,-0.1588,-0.9451,1.008,,4.019026,0.314,0.1588,0.9451,1.008,,,,,,,,,,,,,,0.526,0.526,1.7663,1.9019,2.648
4.023471,-0.2232,-0.1606,-0.827,0.872,,4.023471,0.2232,0.1606,0.827,0.872,,,,,,,,,,,,,,0.5367,0.5367,1.639,1.9264,2.586
4.033127,-0.1666,-0.1532,-0.7497,0.783,,4.033127,0.1666,0.1532,0.7497,0.783,,,,,,,,,,,,,,0.526,0.526,1.5722,2.0191,2.612
4.033978,-0.1584,-0.1127,-0.6914,0.718,,4.033978,0.1584,0.1127,0.6914,0.718,,,,,,,,,,,,,,0.5414,0.5414,1.5037,2.1488,2.678
4.038623,-0.155,-0.0369,-0.6498,0.669,,4.038623,0.155,0.0369,0.6498,0.669,,,,,,,,,,,,,,0.5638,0.5638,1.4932,2.2701,2.775
4.043546,-0.1492,0.0863,-0.5938,0.618,,4.043546,0.1492,0.0863,0.5938,0.618,,,,,,,,,,,,,,0.6391,0.6391,1.4687,2.3784,2.867
4.049507,-0.1265,0.1852,-0.5401,0.585,,4.049507,0.1265,0.1852,0.5401,0.585,,,,,,,,,,,,,,0.8006,0.8006,1.4274,2.4714,2.964
4.053709,-0.1178,0.3436,-0.4961,0.615,,4.053709,0.1178,0.3436,0.4961,0.615,,,,,,,,,,,,,,0.9836,0.9836,1.3116,2.5828,3.059
4.058485,-0.135,0.4874,-0.4377,0.669,,4.058485,0.135,0.4874,0.4377,0.669,,,,,,,,,,,,,,1.1875,1.1875,1.0825,2.7797,3.211
4.063577,-0.1561,0.5978,-0.3985,0.735,,4.063577,0.1561,0.5978,0.3985,0.735,,,,,,,,,,,,,,1.3689,1.3689,0.7184,3.067,3.435
4.06869,-0.1905,0.7228,-0.2997,0.805,,4.06869,0.1905,0.7228,0.2997,0.805,,,,,,,,,,,,,,1.5106,1.5106,0.2426,3.4113,3.739
4.074169,-0.2142,0.7885,-0.151,0.831,,4.074169,0.2142,0.7885,0.151,0.831,,,,,,,,,,,,,,1.5721,1.5721,0.2207,3.8868,4.199
4.078861,-0.2675,0.8785,0.0525,0.92,,4.078861,0.2675,0.8785,0.0525,0.92,,,,,,,,,,,,,,1.6442,1.6442,0.6435,4.3693,4.713
4.083455,-0.3314,0.9687,0.3058,1.068,,4.083455,0.3314,0.9687,0.3058,1.068,,,,,,,,,,,,,,1.7006,1.7006,0.9333,4.866,5.238
4.08867,-0.3773,1.0444,0.5779,1.252,,4.08867,0.3773,1.0444,0.5779,1.252,,,,,,,,,,,,,,1.8249,1.8249,1.1268,5.2984,5.716
