time,X,Y,Z,SVM,,time,X,Y,Z,SVM,,,,,,,,,,,,,,time,X,Y,Z,SVM
7.007449,-0.7363,-1.843,1.0995,2.269,,7.007449,0.7363,1.843,1.0995,2.269,,,,,,,,,,,,,,1.1366,1.1366,1.2213,0.2138,1.682
7.011411,-0.5675,-1.627,0.5047,1.796,,7.011411,0.5675,1.627,0.5047,1.796,,,,,,,,,,,,,,0.9586,0.9586,1.144,0.3829,1.541
7.016854,-0.4083,-1.4203,-0.0625,1.479,,7.016854,0.4083,1.4203,0.0625,1.479,,,,,,,,,,,,,,0.8112,0.8112,1.1138,0.4735,1.457
7.021719,-0.3419,-1.2429,-0.6382,1.438,,7.021719,0.3419,1.2429,0.6382,1.438,,,,,,,,,,,,,,0.6715,0.6715,1.1161,0.4332,1.373
7.026156,-0.3844,-1.1176,-1.1486,1.648,,7.026156,0.3844,1.1176,1.1486,1.648,,,,,,,,,,,,,,0.6561,0.6561,1.0657,0.3677,1.304
7.03089,-0.4516,-0.9688,-1.5964,1.921,,7.03089,0.4516,0.9688,1.5964,1.921,,,,,,,,,,,,,,0.6441,0.6441,0.9639,0.354,1.212
7.036153,-0.536,-0.8004,-1.9463,2.172,,7.036153,0.536,0.8004,1.9463,2.172,,,,,,,,,,,,,,0.5731,0.5731,0.9289,0.3374,1.142
7.053471,-0.6662,-0.6402,-2.2008,2.387,,7.053471,0.6662,0.6402,2.2008,2.387,,,,,,,,,,,,,,0.5106,0.5106,1.0205,0.2941,1.178
7.054167,-0.8111,-0.4948,-2.2838,2.474,,7.054167,0.8111,0.4948,2.2838,2.474,,,,,,,,,,,,,,0.4455,0.4455,1.0446,0.1404,1.144
7.054481,-1.0022,-0.4403,-2.2745,2.524,,7.054481,1.0022,0.4403,2.2745,2.524,,,,,,,,,,,,,,0.3949,0.3949,1.1155,0.1096,1.188
7.056646,-1.1923,-0.4073,-2.1323,2.477,,7.056646,1.1923,0.4073,2.1323,2.477,,,,,,,,,,,,,,0.3723,0.3723,1.1272,0.4536,1.271
7.06071,-1.3776,-0.4222,-1.9077,2.391,,7.06071,1.3776,0.4222,1.9077,2.391,,,,,,,,,,,,,,0.3367,0.3367,1.0716,0.7748,1.365
7.066321,-1.5405,-0.4376,-1.6079,2.269,,7.066321,1.5405,0.4376,1.6079,2.269,,,,,,,,,,,,,,0.2564,0.2564,0.9673,1.0829,1.475
7.070501,-1.567,-0.4756,-1.3069,2.095,,7.070501,1.567,0.4756,1.3069,2.095,,,,,,,,,,,,,,0.1646,0.1646,0.871,1.3784,1.639
7.075804,-1.5853,-0.5298,-0.9999,1.948,,7.075804,1.5853,0.5298,0.9999,1.948,,,,,,,,,,,,,,0.087,0.087,0.7702,1.6256,1.801
7.080885,-1.5822,-0.5602,-0.6604,1.804,,7.080885,1.5822,0.5602,0.6604,1.804,,,,,,,,,,,,,,0.0278,0.0278,0.7625,1.8845,2.033
7.086666,-1.5371,-0.5988,-0.4366,1.706,,7.086666,1.5371,0.5988,0.4366,1.706,,,,,,,,,,,,,,0.0344,0.0344,0.7471,2.0572,2.189
7.09085,-1.4387,-0.6009,-0.1966,1.572,,7.09085,1.4387,0.6009,0.1966,1.572,,,,,,,,,,,,,,0.0781,0.0781,0.7308,2.2444,2.362
7.096457,-1.3258,-0.6009,-0.0456,1.456,,7.096457,1.3258,0.6009,0.0456,1.456,,,,,,,,,,,,,,0.0794,0.0794,0.6799,2.396,2.492
7.101004,-1.2299,-0.6112,0.0668,1.375,,7.101004,1.2299,0.6112,0.0668,1.375,,,,,,,,,,,,,,0.1171,0.1171,0.5893,2.5194,2.59
7.105966,-1.1295,-0.6132,0.105,1.29,,7.105966,1.1295,0.6132,0.105,1.29,,,,,,,,,,,,,,0.1294,0.1294,0.4901,2.6384,2.687
7.112013,-0.9978,-0.5689,0.0429,1.149,,7.112013,0.9978,0.5689,0.0429,1.149,,,,,,,,,,,,,,0.138,0.138,0.3868,2.7294,2.76
7.115807,-0.8435,-0.5549,-0.0525,1.011,,7.115807,0.8435,0.5549,0.0525,1.011,,,,,,,,,,,,,,0.1363,0.1363,0.3032,2.7925,2.812
7.120689,-0.7086,-0.5282,-0.2384,0.915,,7.120689,0.7086,0.5282,0.2384,0.915,,,,,,,,,,,,,,0.1559,0.1559,0.2512,2.8038,2.819
7.126865,-0.592,-0.5079,-0.4739,0.913,,7.126865,0.592,0.5079,0.4739,0.913,,,,,,,,,,,,,,0.173,0.173,0.1948,2.7658,2.778
7.130785,-0.5286,-0.4698,-0.7471,1.029,,7.130785,0.5286,0.4698,0.7471,1.029,,,,,,,,,,,,,,0.1759,0.1759,0.1508,2.681,2.691
7.135786,-0.4817,-0.4065,-1.01,1.191,,7.135786,0.4817,0.4065,1.01,1.191,,,,,,,,,,,,,,0.162,0.162,0.1098,2.5374,2.545
7.141586,-0.434,-0.3512,-1.2198,1.342,,7.141586,0.434,0.3512,1.2198,1.342,,,,,,,,,,,,,,0.143,0.143,0.0528,2.3469,2.352
7.14916,-0.385,-0.3082,-1.3837,1.469,,7.14916,0.385,0.3082,1.3837,1.469,,,,,,,,,,,,,,0.0829,0.0829,0.0543,2.1166,2.119
7.151578,-0.3964,-0.2678,-1.5258,1.599,,7.151578,0.3964,0.2678,1.5258,1.599,,,,,,,,,,,,,,0.0292,0.0292,0.0213,1.9277,1.928
7.156033,-0.4299,-0.2371,-1.5838,1.658,,7.156033,0.4299,0.2371,1.5838,1.658,,,,,,,,,,,,,,0.0031,0.0031,0.0054,1.7346,1.735
7.160762,-0.4544,-0.2162,-1.6057,1.683,,7.160762,0.4544,0.2162,1.6057,1.683,,,,,,,,,,,,,,0.0337,0.0337,0.0542,1.5564,1.558
7.166007,-0.5036,-0.1624,-1.5724,1.659,,7.166007,0.5036,0.1624,1.5724,1.659,,,,,,,,,,,,,,0.0528,0.0528,0.0749,1.3978,1.401
7.171611,-0.5253,-0.1,-1.5388,1.629,,7.171611,0.5253,0.1,1.5388,1.629,,,,,,,,,,,,,,0.0805,0.0805,0.1077,1.261,1.268
7.17633,-0.5223,-0.0293,-1.4954,1.584,,7.17633,0.5223,0.0293,1.4954,1.584,,,,,,,,,,,,,,0.1794,0.1794,0.1526,1.0933,1.118
7.182078,-0.502,-0.0056,-1.4111,1.498,,7.182078,0.502,0.0056,1.4111,1.498,,,,,,,,,,,,,,0.2491,0.2491,0.1663,0.9377,0.984
7.186056,-0.4622,0.0021,-1.3839,1.459,,7.186056,0.4622,0.0021,1.3839,1.459,,,,,,,,,,,,,,0.3471,0.3471,0.1747,0.8323,0.919
7.190771,-0.4292,0.0342,-1.3563,1.423,,7.190771,0.4292,0.0342,1.3563,1.423,,,,,,,,,,,,,,0.4284,0.4284,0.192,0.6837,0.829
7.196641,-0.3958,0.0406,-1.4072,1.462,,7.196641,0.3958,0.0406,1.4072,1.462,,,,,,,,,,,,,,0.4885,0.4885,0.2276,0.566,0.782
7.201974,-0.3526,0.0502,-1.4911,1.533,,7.201974,0.3526,0.0502,1.4911,1.533,,,,,,,,,,,,,,0.5279,0.5279,0.2789,0.4671,0.758
7.206232,-0.3595,0.0678,-1.565,1.607,,7.206232,0.3595,0.0678,1.565,1.607,,,,,,,,,,,,,,0.5751,0.5751,0.3193,0.3701,0.755
7.211588,-0.3473,0.0916,-1.6697,1.708,,7.211588,0.3473,0.0916,1.6697,1.708,,,,,,,,,,,,,,0.5683,0.5683,0.3893,0.2966,0.75
7.216682,-0.3685,0.1194,-1.7765,1.818,,7.216682,0.3685,0.1194,1.7765,1.818,,,,,,,,,,,,,,0.5868,0.5868,0.4796,0.2705,0.805
7.221658,-0.4207,0.1686,-1.919,1.972,,7.221658,0.4207,0.1686,1.919,1.972,,,,,,,,,,,,,,0.5857,0.5857,0.5497,0.256,0.843
7.226419,-0.4702,0.2061,-2.0232,2.087,,7.226419,0.4702,0.2061,2.0232,2.087,,,,,,,,,,,,,,0.6201,0.6201,0.6906,0.2889,0.972
7.231705,-0.5481,0.2635,-2.0938,2.18,,7.231705,0.5481,0.2635,2.0938,2.18,,,,,,,,,,,,,,0.6043,0.6043,0.7949,0.2809,1.037
7.235879,-0.6569,0.31,-2.1455,2.265,,7.235879,0.6569,0.31,2.1455,2.265,,,,,,,,,,,,,,0.5596,0.5596,0.8699,0.2751,1.07
7.241421,-0.7391,0.341,-2.1592,2.308,,7.241421,0.7391,0.341,2.1592,2.308,,,,,,,,,,,,,,0.4434,0.4434,0.9684,0.262,1.097
7.246789,-0.8524,0.3787,-2.1374,2.332,,7.246789,0.8524,0.3787,2.1374,2.332,,,,,,,,,,,,,,0.3487,0.3487,1.0143,0.2082,1.093
7.251248,-0.9873,0.4348,-2.085,2.348,,7.251248,0.9873,0.4348,2.085,2.348,,,,,,,,,,,,,,0.2274,0.2274,1.0054,0.0996,1.036
7.257787,-1.0963,0.4832,-1.9494,2.288,,7.257787,1.0963,0.4832,1.9494,2.288,,,,,,,,,,,,,,0.1052,0.1052,0.9637,0.0373,0.97
7.261533,-1.189,0.5163,-1.8263,2.24,,7.261533,1.189,0.5163,1.8263,2.24,,,,,,,,,,,,,,0.0235,0.0235,0.9585,0.2264,0.985
7.266266,-1.2156,0.5699,-1.6487,2.126,,7.266266,1.2156,0.5699,1.6487,2.126,,,,,,,,,,,,,,0.147,0.147,0.9874,0.4389,1.091
7.270884,-1.1883,0.562,-1.4931,1.989,,7.270884,1.1883,0.562,1.4931,1.989,,,,,,,,,,,,,,0.2462,0.2462,1.043,0.7013,1.281
7.276357,-1.1836,0.5642,-1.3139,1.856,,7.276357,1.1836,0.5642,1.3139,1.856,,,,,,,,,,,,,,0.3234,0.3234,1.0749,0.9346,1.461
7.280934,-1.1539,0.5379,-1.1805,1.736,,7.280934,1.1539,0.5379,1.1805,1.736,,,,,,,,,,,,,,0.3787,0.3787,1.0827,1.1628,1.633
7.285983,-1.1086,0.5066,-1.0568,1.613,,7.285983,1.1086,0.5066,1.0568,1.613,,,,,,,,,,,,,,0.3951,0.3951,1.0446,1.4006,1.791
7.291864,-1.0738,0.4629,-0.9642,1.516,,7.291864,1.0738,0.4629,0.9642,1.516,,,,,,,,,,,,,,0.3585,0.3585,0.9963,1.5666,1.891
7.296581,-1.0136,0.4664,-0.874,1.417,,7.296581,1.0136,0.4664,0.874,1.417,,,,,,,,,,,,,,0.3746,0.3746,0.9373,1.7162,1.991
7.301008,-0.9852,0.4238,-0.8269,1.354,,7.301008,0.9852,0.4238,0.8269,1.354,,,,,,,,,,,,,,0.3744,0.3744,0.8866,1.8446,2.081
7.306577,-0.9501,0.4067,-0.7724,1.29,,7.306577,0.9501,0.4067,0.7724,1.29,,,,,,,,,,,,,,0.4015,0.4015,0.8491,1.9374,2.153
7.31106,-0.9298,0.4246,-0.7728,1.281,,7.31106,0.9298,0.4246,0.7728,1.281,,,,,,,,,,,,,,0.4417,0.4417,0.8173,2.026,2.229
7.316654,-0.9289,0.3916,-0.7659,1.266,,7.316654,0.9289,0.3916,0.7659,1.266,,,,,,,,,,,,,,0.457,0.457,0.8082,2.0407,2.242
7.321548,-0.8853,0.4537,-0.7206,1.228,,7.321548,0.8853,0.4537,0.7206,1.228,,,,,,,,,,,,,,0.4451,0.4451,0.7982,2.0248,2.221
7.325837,-0.8324,0.5269,-0.7039,1.211,,7.325837,0.8324,0.5269,0.7039,1.211,,,,,,,,,,,,,,0.435,0.435,0.7972,2.0137,2.209
7.330697,-0.78,0.6139,-0.6776,1.202,,7.330697,0.78,0.6139,0.6776,1.202,,,,,,,,,,,,,,0.4435,0.4435,0.7606,1.9691,2.157
7.337177,-0.7183,0.655,-0.644,1.166,,7.337177,0.7183,0.655,0.644,1.166,,,,,,,,,,,,,,0.4708,0.4708,0.6867,1.9217,2.094
7.341389,-0.6853,0.7028,-0.6032,1.152,,7.341389,0.6853,0.7028,0.6032,1.152,,,,,,,,,,,,,,0.4884,0.4884,0.6142,1.8953,2.051
7.349362,-0.6423,0.748,-0.524,1.117,,7.349362,0.6423,0.748,0.524,1.117,,,,,,,,,,,,,,0.5592,0.5592,0.5843,1.8992,2.064
7.354311,-0.6008,0.7784,-0.3947,1.06,,7.354311,0.6008,0.7784,0.3947,1.06,,,,,,,,,,,,,,0.5494,0.5494,0.5855,1.9523,2.111
7.357492,-0.5775,0.7847,-0.2941,1.018,,7.357492,0.5775,0.7847,0.2941,1.018,,,,,,,,,,,,,,0.4542,0.4542,0.5917,1.899,2.04
7.360792,-0.5576,0.7741,-0.1147,0.961,,7.360792,0.5576,0.7741,0.1147,0.961,,,,,,,,,,,,,,0.4768,0.4768,0.8183,1.969,2.185
7.366413,-0.5506,0.744,0.134,0.935,,7.366413,0.5506,0.744,0.134,0.935,,,,,,,,,,,,,,0.5134,0.5134,1.0853,2.0092,2.341
7.3715,-0.559,0.7803,0.4088,1.043,,7.3715,0.559,0.7803,0.4088,1.043,,,,,,,,,,,,,,0.5015,0.5015,1.2397,2.0675,2.462
7.376156,-0.5851,0.7918,0.6955,1.205,,7.376156,0.5851,0.7918,0.6955,1.205,,,,,,,,,,,,,,0.5047,0.5047,1.3504,2.0485,2.505
7.382981,-0.6363,0.8068,0.9989,1.433,,7.382981,0.6363,0.8068,0.9989,1.433,,,,,,,,,,,,,,0.472,0.472,1.2191,2.0502,2.431
7.386692,-0.6411,0.7818,1.2999,1.647,,7.386692,0.6411,0.7818,1.2999,1.647,,,,,,,,,,,,,,0.3646,0.3646,0.7292,2.0463,2.203
7.391791,-0.6716,0.719,1.5651,1.849,,7.391791,0.6716,0.719,1.5651,1.849,,,,,,,,,,,,,,0.7673,0.7673,0.4404,2.3263,2.489
7.397249,-0.6754,0.6298,1.7589,1.987,,7.397249,0.6754,0.6298,1.7589,1.987,,,,,,,,,,,,,,0.9857,0.9857,0.0631,2.8444,3.011
7.400994,-0.6809,0.543,1.9195,2.108,,7.400994,0.6809,0.543,1.9195,2.108,,,,,,,,,,,,,,0.9752,0.9752,0.4504,3.383,3.549
7.406185,-0.6643,0.4703,2.0279,2.185,,7.406185,0.6643,0.4703,2.0279,2.185,,,,,,,,,,,,,,0.8663,0.8663,0.9357,3.8872,4.091
7.411095,-0.6208,0.4287,2.0412,2.176,,7.411095,0.6208,0.4287,2.0412,2.176,,,,,,,,,,,,,,0.8601,0.8601,1.2738,4.3908,4.652
7.415994,-0.5693,0.3944,1.9881,2.105,,7.415994,0.5693,0.3944,1.9881,2.105,,,,,,,,,,,,,,0.9309,0.9309,1.4086,4.8415,5.128
7.421766,-0.4854,0.423,1.8829,1.99,,7.421766,0.4854,0.423,1.8829,1.99,,,,,,,,,,,,,,0.9762,0.9762,1.4469,5.2063,5.491
7.426621,-0.4146,0.4696,1.7184,1.829,,7.426621,0.4146,0.4696,1.7184,1.829,,,,,,,,,,,,,,1.0064,1.0064,1.4116,5.3661,5.639
7.431374,-0.3183,0.5039,1.5256,1.638,,7.431374,0.3183,0.5039,1.5256,1.638,,,,,,,,,,,,,,1.0333,1.0333,1.3347,5.2808,5.544
7.436,-0.2611,0.551,1.3186,1.453,,7.436,0.2611,0.551,1.3186,1.453,,,,,,,,,,,,,,1.0469,1.0469,1.2055,4.9868,5.236
7.441557,-0.2671,0.5783,1.1378,1.304,,7.441557,0.2671,0.5783,1.1378,1.304,,,,,,,,,,,,,,1.0666,1.0666,1.0609,4.5253,4.769
7.450261,-0.2621,0.5702,0.9757,1.16,,7.450261,0.2621,0.5702,0.9757,1.16,,,,,,,,,,,,,,1.114,1.114,0.8466,3.9661,4.206
7.451207,-0.2798,0.5781,0.8919,1.099,,7.451207,0.2798,0.5781,0.8919,1.099,,,,,,,,,,,,,,1.1877,1.1877,0.68,3.3168,3.588
7.456467,-0.311,0.6099,0.874,1.11,,7.456467,0.311,0.6099,0.874,1.11,,,,,,,,,,,,,,1.2345,1.2345,0.542,2.618,2.945
7.462182,-0.3346,0.714,0.9266,1.217,,7.462182,0.3346,0.714,0.9266,1.217,,,,,,,,,,,,,,1.2688,1.2688,0.4848,1.8937,2.33
7.46603,-0.3135,0.8404,1.102,1.421,,7.46603,0.3135,0.8404,1.102,1.421,,,,,,,,,,,,,,1.312,1.312,0.4768,1.199,1.84
7.471204,-0.3059,1.0132,1.3044,1.68,,7.471204,0.3059,1.0132,1.3044,1.68,,,,,,,,,,,,,,1.2968,1.2968,0.4695,0.5455,1.483
7.475974,-0.2504,1.1914,1.5219,1.949,,7.475974,0.2504,1.1914,1.5219,1.949,,,,,,,,,,,,,,1.3065,1.3065,0.4886,0.0694,1.397
7.481051,-0.2068,1.2839,1.7521,2.182,,7.481051,0.2068,1.2839,1.7521,2.182,,,,,,,,,,,,,,1.3429,1.3429,0.5143,0.634,1.572
7.486037,-0.2343,1.2189,1.9019,2.271,,7.486037,0.2343,1.2189,1.9019,2.271,,,,,,,,,,,,,,1.3851,1.3851,0.5025,1.0817,1.828
7.491658,-0.3348,0.9821,2.1149,2.356,,7.491658,0.3348,0.9821,2.1149,2.356,,,,,,,,,,,,,,1.4863,1.4863,0.5313,1.4513,2.144
7.495974,-0.5194,0.5516,2.3385,2.458,,7.495974,0.5194,0.5516,2.3385,2.458,,,,,,,,,,,,,,1.5795,1.5795,0.5996,1.724,2.414
7.502036,-0.6608,0.0611,2.6425,2.725,,7.502036,0.6608,0.0611,2.6425,2.725,,,,,,,,,,,,,,1.7001,1.7001,0.7084,1.9221,2.662
7.506165,-0.7374,-0.4621,2.9887,3.113,,7.506165,0.7374,0.4621,2.9887,3.113,,,,,,,,,,,,,,1.785,1.785,0.7942,2.0629,2.841
7.511499,-0.7971,-0.8997,3.3535,3.562,,7.511499,0.7971,0.8997,3.3535,3.562,,,,,,,,,,,,,,1.8641,1.8641,0.9107,2.1446,2.984
7.516984,-0.7447,-1.268,3.797,4.072,,7.516984,0.7447,1.268,3.797,4.072,,,,,,,,,,,,,,1.8783,1.8783,1.0326,2.1893,3.064
7.521254,-0.6192,-1.5165,4.2456,4.551,,7.521254,0.6192,1.5165,4.2456,4.551,,,,,,,,,,,,,,1.8313,1.8313,1.1422,2.2024,3.084
7.526029,-0.4126,-1.6645,4.5942,4.904,,7.526029,0.4126,1.6645,4.5942,4.904,,,,,,,,,,,,,,1.7337,1.7337,1.2362,2.2272,3.081
7.531383,-0.1595,-1.6664,4.8482,5.129,,7.531383,0.1595,1.6664,4.8482,5.129,,,,,,,,,,,,,,1.5895,1.5895,1.2641,2.1612,2.966
7.54038,0.123,-1.7247,4.8644,5.163,,7.54038,0.123,1.7247,4.8644,5.163,,,,,,,,,,,,,,1.4508,1.4508,1.238,2.1145,2.848
7.546913,0.478,-1.7584,4.636,4.981,,7.546913,0.478,1.7584,4.636,4.981,,,,,,,,,,,,,,1.3248,1.3248,1.17,2.0512,2.708
7.547325,0.8035,-1.7817,4.1656,4.601,,7.547325,0.8035,1.7817,4.1656,4.601,,,,,,,,,,,,,,1.1687,1.1687,1.0894,1.9592,2.528
7.553285,1.0601,-1.7437,3.4869,4.04,,7.553285,1.0601,1.7437,3.4869,4.04,,,,,,,,,,,,,,1.0597,1.0597,1.0183,1.867,2.376
7.556176,1.2992,-1.6433,2.7818,3.482,,7.556176,1.2992,1.6433,2.7818,3.482,,,,,,,,,,,,,,0.9531,0.9531,1.0292,1.7313,2.228
7.562965,1.4641,-1.5054,2.1218,2.985,,7.562965,1.4641,1.5054,2.1218,2.985,,,,,,,,,,,,,,0.9001,0.9001,1.0175,1.5922,2.093
7.566533,1.5559,-1.3429,1.4157,2.496,,7.566533,1.5559,1.3429,1.4157,2.496,,,,,,,,,,,,,,0.8369,0.8369,1.0345,1.4448,1.964
7.571244,1.6161,-1.1544,0.7684,2.13,,7.571244,1.6161,1.1544,0.7684,2.13,,,,,,,,,,,,,,0.7856,0.7856,1.0451,1.3292,1.864
7.576453,1.6625,-0.9673,0.1439,1.929,,7.576453,1.6625,0.9673,0.1439,1.929,,,,,,,,,,,,,,0.7275,0.7275,1.074,1.1878,1.759
7.582707,1.6737,-0.7422,-0.3625,1.866,,7.582707,1.6737,0.7422,0.3625,1.866,,,,,,,,,,,,,,0.7127,0.7127,1.1341,1.0367,1.694
7.586138,1.6693,-0.5023,-0.7798,1.91,,7.586138,1.6693,0.5023,0.7798,1.91,,,,,,,,,,,,,,0.7171,0.7171,1.171,0.9118,1.648
7.591511,1.6371,-0.2757,-1.1058,1.995,,7.591511,1.6371,0.2757,1.1058,1.995,,,,,,,,,,,,,,0.7401,0.7401,1.1902,0.748,1.589
7.59682,1.6057,-0.1338,-1.3743,2.118,,7.59682,1.6057,0.1338,1.3743,2.118,,,,,,,,,,,,,,0.7069,0.7069,1.1538,0.672,1.511
7.60164,1.5796,-0.038,-1.5782,2.233,,7.60164,1.5796,0.038,1.5782,2.233,,,,,,,,,,,,,,0.6743,0.6743,1.115,0.5952,1.433
7.606633,1.5375,-0.0214,-1.7152,2.304,,7.606633,1.5375,0.0214,1.7152,2.304,,,,,,,,,,,,,,0.6517,0.6517,1.0716,0.5794,1.382
7.612847,1.4865,-0.0911,-1.7712,2.314,,7.612847,1.4865,0.0911,1.7712,2.314,,,,,,,,,,,,,,0.5955,0.5955,1.0475,0.6129,1.352
7.616939,1.4314,-0.1965,-1.7845,2.296,,7.616939,1.4314,0.1965,1.7845,2.296,,,,,,,,,,,,,,0.5721,0.5721,0.9999,0.6332,1.315
7.621746,1.3839,-0.3593,-1.7288,2.243,,7.621746,1.3839,0.3593,1.7288,2.243,,,,,,,,,,,,,,0.528,0.528,0.9428,0.7147,1.296
7.626161,1.3553,-0.5077,-1.6449,2.191,,7.626161,1.3553,0.5077,1.6449,2.191,,,,,,,,,,,,,,0.508,0.508,0.8835,0.8357,1.318
7.631108,1.3089,-0.6348,-1.5137,2.099,,7.631108,1.3089,0.6348,1.5137,2.099,,,,,,,,,,,,,,0.4661,0.4661,0.8001,0.975,1.345
7.641565,1.2514,-0.741,-1.3567,1.989,,7.641565,1.2514,0.741,1.3567,1.989,,,,,,,,,,,,,,0.4426,0.4426,0.714,1.1205,1.4
7.642773,1.1486,-0.8004,-1.2,1.844,,7.642773,1.1486,0.8004,1.2,1.844,,,,,,,,,,,,,,0.3563,0.3563,0.6179,1.2963,1.48
7.650119,1.0218,-0.847,-1.0318,1.681,,7.650119,1.0218,0.847,1.0318,1.681,,,,,,,,,,,,,,0.2552,0.2552,0.5544,1.4833,1.604
7.651745,0.9207,-0.8284,-0.8854,1.522,,7.651745,0.9207,0.8284,0.8854,1.522,,,,,,,,,,,,,,0.1302,0.1302,0.5161,1.6506,1.734
7.657539,0.7829,-0.8168,-0.8277,1.402,,7.657539,0.7829,0.8168,0.8277,1.402,,,,,,,,,,,,,,0.049,0.049,0.481,1.8199,1.883
7.662244,0.6346,-0.8264,-0.7511,1.284,,7.662244,0.6346,0.8264,0.7511,1.284,,,,,,,,,,,,,,0.0069,0.0069,0.4176,2.0079,2.051
7.667516,0.4899,-0.8216,-0.7606,1.222,,7.667516,0.4899,0.8216,0.7606,1.222,,,,,,,,,,,,,,0.0344,0.0344,0.371,2.2076,2.239
7.671067,0.3464,-0.7853,-0.7655,1.15,,7.671067,0.3464,0.7853,0.7655,1.15,,,,,,,,,,,,,,0.0083,0.0083,0.2955,2.3546,2.373
7.676242,0.2589,-0.7747,-0.8136,1.153,,7.676242,0.2589,0.7747,0.8136,1.153,,,,,,,,,,,,,,0.0572,0.0572,0.2528,2.4633,2.477
7.681701,0.2011,-0.7585,-0.8882,1.185,,7.681701,0.2011,0.7585,0.8882,1.185,,,,,,,,,,,,,,0.1169,0.1169,0.2214,2.5218,2.534
7.686913,0.1707,-0.7651,-0.9606,1.24,,7.686913,0.1707,0.7651,0.9606,1.24,,,,,,,,,,,,,,0.161,0.161,0.1842,2.5352,2.547
7.691784,0.1676,-0.7775,-1.0358,1.306,,7.691784,0.1676,0.7775,1.0358,1.306,,,,,,,,,,,,,,0.1961,0.1961,0.1533,2.4988,2.511
7.696529,0.1965,-0.8386,-1.0753,1.378,,7.696529,0.1965,0.8386,1.0753,1.378,,,,,,,,,,,,,,0.2315,0.2315,0.107,2.4532,2.466
7.701646,0.2288,-0.9218,-1.0938,1.449,,7.701646,0.2288,0.9218,1.0938,1.449,,,,,,,,,,,,,,0.2645,0.2645,0.0693,2.4081,2.424
7.706206,0.2835,-0.9794,-1.0983,1.499,,7.706206,0.2835,0.9794,1.0983,1.499,,,,,,,,,,,,,,0.3235,0.3235,0.0376,2.3252,2.348
7.713429,0.3292,-1.002,-1.0698,1.502,,7.713429,0.3292,1.002,1.0698,1.502,,,,,,,,,,,,,,0.3746,0.3746,0.0143,2.2167,2.248
7.717476,0.3706,-1.038,-1.0033,1.49,,7.717476,0.3706,1.038,1.0033,1.49,,,,,,,,,,,,,,0.4246,0.4246,0.004,2.1114,2.154
7.721275,0.4337,-1.0565,-0.9515,1.487,,7.721275,0.4337,1.0565,0.9515,1.487,,,,,,,,,,,,,,0.4638,0.4638,0.0375,1.9663,2.021
7.72695,0.4994,-1.0318,-0.9167,1.468,,7.72695,0.4994,1.0318,0.9167,1.468,,,,,,,,,,,,,,0.4896,0.4896,0.0694,1.8078,1.874
7.731212,0.5581,-1.0145,-0.9082,1.472,,7.731212,0.5581,1.0145,0.9082,1.472,,,,,,,,,,,,,,0.5283,0.5283,0.0828,1.6216,1.708
7.741072,0.6363,-1.0457,-0.895,1.516,,7.741072,0.6363,1.0457,0.895,1.516,,,,,,,,,,,,,,0.5583,0.5583,0.1112,1.4364,1.545
7.745698,0.72,-1.0444,-0.9341,1.575,,7.745698,0.72,1.0444,0.9341,1.575,,,,,,,,,,,,,,0.568,0.568,0.1382,1.1972,1.332
7.746278,0.7784,-1.0683,-1.0137,1.666,,7.746278,0.7784,1.0683,1.0137,1.666,,,,,,,,,,,,,,0.5906,0.5906,0.0705,0.9852,1.151
7.754546,0.7835,-1.0649,-1.1191,1.732,,7.754546,0.7835,1.0649,1.1191,1.732,,,,,,,,,,,,,,0.5782,0.5782,0.0019,0.7644,0.958
7.756577,0.8052,-1.02,-1.2671,1.815,,7.756577,0.8052,1.02,1.2671,1.815,,,,,,,,,,,,,,0.5786,0.5786,0.0888,0.5897,0.831
7.761291,0.7818,-1.0197,-1.4217,1.916,,7.761291,0.7818,1.0197,1.4217,1.916,,,,,,,,,,,,,,0.5561,0.5561,0.1892,0.4153,0.719
7.767027,0.7446,-0.9323,-1.5423,1.95,,7.767027,0.7446,0.9323,1.5423,1.95,,,,,,,,,,,,,,0.5141,0.5141,0.3349,0.3105,0.688
7.771579,0.6938,-0.8105,-1.6624,1.975,,7.771579,0.6938,0.8105,1.6624,1.975,,,,,,,,,,,,,,0.5373,0.5373,0.5251,0.1888,0.775
7.77652,0.6342,-0.7401,-1.8227,2.067,,7.77652,0.6342,0.7401,1.8227,2.067,,,,,,,,,,,,,,0.519,0.519,0.6689,0.0716,0.85
7.782064,0.6186,-0.6511,-1.9851,2.179,,7.782064,0.6186,0.6511,1.9851,2.179,,,,,,,,,,,,,,0.4692,0.4692,0.7898,0.0508,0.92
7.787525,0.6089,-0.5622,-2.1233,2.279,,7.787525,0.6089,0.5622,2.1233,2.279,,,,,,,,,,,,,,0.434,0.434,0.8928,0.133,1.002
7.791359,0.6073,-0.4848,-2.2615,2.391,,7.791359,0.6073,0.4848,2.2615,2.391,,,,,,,,,,,,,,0.4233,0.4233,0.9541,0.2157,1.066
7.796869,0.6136,-0.3873,-2.3136,2.425,,7.796869,0.6136,0.3873,2.3136,2.425,,,,,,,,,,,,,,0.4011,0.4011,1.0002,0.3179,1.124
7.801726,0.6037,-0.3391,-2.3562,2.456,,7.801726,0.6037,0.3391,2.3562,2.456,,,,,,,,,,,,,,0.3933,0.3933,1.0336,0.4801,1.206
